name|rating|country|category|price|abv|age|brand|time_data|row_num|id|mean_age|mean_abv|mean_price
Forty Creek Double Barrel Canadian Whiskey|88|Canada|Blended|60|40||Forty Creek|1995-01-01  00:00:00|139|e2ed4e7f-bb4a-45ba-92b5-f41979f43767|14.36|44.61|72.37
Greenore 15 Year Old Single Malt Irish Whiskey|88|Ireland|Single Malt|100|43|15|Greenore|1995-01-01  00:00:00|140|b5c39506-ec76-4ed3-a738-b33eed36c5c2|14.36|44.61|72.37
Hudson New York Corn Whiskey|88|USA|Corn|35|40||Hudson|1995-01-01  00:00:00|141|e486cf57-6159-447a-b6e7-64a298799283|14.36|44.61|72.37
Kansas Spirit Whiskey|88|USA|Unaged|30|40|0|Kansas Spirit|1995-01-01  00:00:00|142|f6f747ae-91c1-4dda-8c17-2e5260fc3fd6|14.36|44.61|72.37
Kavalan Solist Fino Cast Strength Single Malt Whiskey|88|Taiwan|Single Malt|220|58.3||Kavalan|1995-01-01  00:00:00|143|19660bb0-3328-42b6-99be-e997aea30a4a|14.36|44.61|72.37
Kavalan Solist Sherry Single Malt Whisky|88|Taiwan|Single Malt|117|58.7||Kavalan|1995-01-01  00:00:00|144|95c98d5a-7bd9-42b0-b5fe-046c7c3245c8|14.36|44.61|72.37
Leopold Bros. Maryland Style Rye Whiskey|88|USA|Rye|48|43||Leopold Bros.|1995-01-01  00:00:00|145|1f87371f-d1f9-44fc-b845-cdafbd348d0f|14.36|44.61|72.37
Original Moonshine Corn Whiskey|88|USA|Corn|40|40||Stillhouse|1995-01-01  00:00:00|146|df05ee55-02bb-4571-b88f-a175d8627519|14.36|44.61|72.37
OYO Soft Red Winter Wheat Whiskey Single Barrel|88|USA|Grain|45|46||Middle West|1995-01-01  00:00:00|147|1645cc74-fc39-4ecb-a4ff-777cd1192d21|14.36|44.61|72.37
Pescadores Pumpkin Whisky|88|Taiwan|Flavored|25|42||Pescadores|1995-01-01  00:00:00|148|b72effd0-a98e-4761-ae00-ba5d7b2d240b|14.36|44.61|72.37
Rogue Oregon Single Malt Whiskey|88|USA|Single Malt|48|40||Rogue|1995-01-01  00:00:00|149|52eee5f2-3ca2-4ad1-a807-b6929d5ff962|14.36|44.61|72.37
Smooth Ambler Exceptional White Whisky|88|USA|Unaged|28|50|0|Smooth Ambler|1995-01-01  00:00:00|150|1c384301-9611-4ffe-b9cc-b0e9617cf010|14.36|44.61|72.37
Highland Park 12 Year Old Orkneys Single Malt Whisky|88|Scotland|Islands|40|40|12|Highland Park|1995-01-01  00:00:00|151|56e2972d-2dfc-4936-ba7e-e86f77b2288d|14.36|44.61|72.37
Macallan 30 Year Old Fine Oak Speyside Single Malt Whisky|88|Scotland|Speyside|850|43|30|Macallan|1995-01-01  00:00:00|152|3a9d3d34-140d-46fd-953e-1dd144ac41d2|14.36|44.61|72.37
Longrow CV Campbeltown Single Malt Whisky|88|Scotland|Campbeltown|61|46||Longrow|1995-01-01  00:00:00|153|d35af664-36c8-46d9-9d89-6a166876fd6b|14.36|44.61|72.37
Knob Creek 9 Year Old Single Barrel Reserve Bourbon Whiskey|88|USA|Bourbon|37|60|9|Knob creek|1995-01-01  00:00:00|154|1b88c9e2-e06c-4855-a100-f33236b57ade|14.36|44.61|72.37
Breckenridge Bourbon Whiskey|88|USA|Bourbon|39|43|2|Breckenridge|1995-01-01  00:00:00|155|b06ea890-cf7c-40ae-a5c7-7443b901b81c|14.36|44.61|72.37
Garrison Brothers Texas Straight Bourbon Whiskey|88|USA|Bourbon|75|47||Garrison Brothers|1995-01-01  00:00:00|156|c6995ed9-26d0-4d82-9e01-98b00857575d|14.36|44.61|72.37
Old Forester Signature Kentucky Straight Bourbon Whiskey|88|USA|Bourbon|21|50||Old Forester|1995-01-01  00:00:00|157|d28dacfb-59b8-48b2-b88d-995a0a22f8e9|14.36|44.61|72.37
Balvenie Signature 12 Year Old Single Malt Scotch|88|Scotland|Speyside|53|43|12|Balvenie|1995-01-01  00:00:00|158|21300528-d149-4337-a8d9-d74943ce117f|14.36|44.61|72.37
Balvenie 17 Year Old Single Malt Scotch|88|Scotland|Speyside|128|43|17|Balvenie|1995-01-01  00:00:00|159|7dc96d2a-6c06-40a2-9448-2c9019928677|14.36|44.61|72.37
Bulleit Bourbon Frontier Whiskey|88|USA|Bourbon|27|45||Bulleit|1995-01-01  00:00:00|160|c1102354-d69f-4c34-a0d9-8da6da18ca00|14.36|44.61|72.37
Woodford Reserve Distiller's Select Bourbon|88|USA|Bourbon|34|45||Woodford Reserve|1995-01-01  00:00:00|161|090df5f3-1529-4bae-a2b9-13e86e91c20d|14.36|44.61|72.37
Old Forester 12 Year Old Birthday Bourbon Whiskey|88|USA|Bourbon|50|47|12|Old Forester|1995-01-01  00:00:00|162|06dce176-f819-46d4-b396-5c2de966fcb4|14.36|44.61|72.37
Wild Turkey Bourbon Tradition 15 year|88|USA|Bourbon|125|50|15|Wild Turkey|1995-01-01  00:00:00|163|3a2a1410-39cf-4ad6-8b9d-5bd31b4b1e31|14.36|44.61|72.37
Aberlour 16 Year Old Single Malt Scotch|89|Scotland|Speyside|65|43|16|Aberlour|1995-01-01  00:00:00|164|a1fd4fad-1d38-49e8-9e82-17850779912a|14.36|44.61|72.37
The Singleton of Glendullan 12 Year Old Single Malt Scotch|89|Scotland|Speyside|35|40|12|Glendullan|1995-01-01  00:00:00|165|492034b7-0620-4858-9520-1bbf615cb9b8|14.36|44.61|72.37
Whyte & Mackay Original 40 Year Old Aged Blended Scotch Whisky|89|Scotland|Blended|2||40|Whyte & Mackay|1995-01-01  00:00:00|166|7311398c-5ef7-4d18-a68a-c41f1eea8efa|14.36|44.61|72.37
Dalmore 1974 Single Highland Malt Scotch Whisky|89|Scotland|Highlands|250|42||Dalmore|1995-01-01  00:00:00|167|35e28f6a-7e7d-43a0-b369-ae43ccf525f5|14.36|44.61|72.37
Chivas Regal 25 Year Old Scotch|89|Scotland|Blended|260|40|25|Chivas Regal|1995-01-01  00:00:00|168|7d339e67-eb1b-4f8a-9093-fc33c178a582|14.36|44.61|72.37
Jefferson's Select 18 Year Old Bourbon Whiskey|89|USA|Bourbon|90|47|18|Jefferson|1995-01-01  00:00:00|169|05c154c0-b9ee-4316-ba7f-0cc8fa7c19cc|14.36|44.61|72.37
Glenlivet XXV Single Malt Scotch Whisky|89|Scotland|Speyside|305|43|25|Glenlivet|1995-01-01  00:00:00|170|e8d65085-65b5-4bcc-bc05-b6e0060a3a51|14.36|44.61|72.37
Jameson Rarest Reserve Whiskey|90|Ireland|Blended|256|46|18|Jameson|1995-01-01  00:00:00|171|f761f419-52f5-4b35-b40d-f842f6abf802|14.36|44.61|72.37
Highland Park 25-Year-Old Orkney Islands Single Malt Whisky|90|Scotland|Islands|240|48.1|25|Highland Park|1995-01-01  00:00:00|172|1a6faad4-5943-4292-87b9-cb482c030bf7|14.36|44.61|72.37
Buchanan's Red Seal Blended Scotch|90|Scotland|Blended|140|40||Buchanan|1995-01-01  00:00:00|173|70567f91-4e83-4a75-832c-11ab54e49036|14.36|44.61|72.37
Aberlour A'Bunadh Batch 21 Scotch|90|Scotland|Speyside|63|59.5|21|Aberlour|1995-01-01  00:00:00|174|68755543-4ef7-4f2c-863e-e3637ce6f583|14.36|44.61|72.37
Glenfiddich 18 Year Old Single Malt Scotch|90|Scotland|Speyside|79|43|18|Glenfiddich|1995-01-01  00:00:00|175|b3e7ff70-cab0-4310-a5fb-dfb0e7cb3c56|14.36|44.61|72.37
Macallan 15 Year Old Fine Oak Scotch|90|Scotland|Speyside|70|43|15|Macallan|1995-01-01  00:00:00|176|a5617e10-0a8f-4097-adbd-6f4f3661f581|14.36|44.61|72.37
Suntory Hakushu 12 Year Old Single Malt Whiskey|90|Japan|Single Malt|45|43|12|Suntory|1995-01-01  00:00:00|177|7876c92b-b29d-4f97-9359-9140af06645d|14.36|44.61|72.37
Wild Turkey Rare Breed Bourbon|90|USA|Bourbon|37|54.1||Wild Turkey|1995-01-01  00:00:00|178|75125092-b65b-47e6-a83c-b834217f687e|14.36|44.61|72.37
Glenlivet 18 Year Old Single Malt Scotch Whisky|90|Scotland|Speyside|70|43|18|Glenlivet|1995-01-01  00:00:00|179|7f28b12d-7621-4192-83bd-d829729120b3|14.36|44.61|72.37
Glenfiddich 15 Year Old Single Malt Scotch|90|Scotland|Speyside|55|40|15|Glenfiddich|1995-01-01  00:00:00|180|93d9e8d0-b942-45d9-bdba-c6970182d31e|14.36|44.61|72.37
Jefferson's Presidential Select|90|USA|Bourbon|90|47|17|Jefferson|1995-01-01  00:00:00|181|ea8d527b-ea40-41ed-b7c3-ef085f27859f|14.36|44.61|72.37
Speyburn 10 Year Old Single Malt Scotch|90|Scotland|Speyside|29|43|10|Speyburn|1995-01-01  00:00:00|182|90cf4092-b4bd-4d97-8d7a-d2e4af674db6|14.36|44.61|72.37
Bushmills 16 Year Old Single Malt Irish Whiskey|91|Ireland|Single Malt|64|40|16|Bushmills|1995-01-01  00:00:00|183|6903e70c-1bb0-4c21-b4be-a162c59ddf50|14.36|44.61|72.37
Midleton Very Rare Irish Whiskey|91|Ireland|Blended|132|40|25|Midleton|1995-01-01  00:00:00|184|f33e47fd-4383-4062-be40-df48fdedfd10|14.36|44.61|72.37
Isle of Jura Prophecy Scotch|91|Scotland|Islands|75|46||Isle of Jura|1995-01-01  00:00:00|185|d0f9421a-2a53-4eb9-9266-9945ab321542|14.36|44.61|72.37
Glenrothes 1975 Single Malt Scotch|91|Scotland|Speyside|400|43|31|Glenrothes|1995-01-01  00:00:00|186|125ed40a-cc77-4612-8f42-374614e91477|14.36|44.61|72.37
Bushmills 21 Year Old Single Malt Irish Whiskey|91|Ireland|Single Malt|120|40|21|Bushmills|1995-01-01  00:00:00|187|0ede1afd-6ad9-4cd0-8484-eef2ab6b6168|14.36|44.61|72.37
Amrut Indian Single Malt Whisky Cask Strength|91|India|Single Malt|50|61.8||Amrut|1995-01-01  00:00:00|188|e6d362cb-2b55-4784-88ad-8c36940d2f1a|14.36|44.61|72.37
Redbreast 15 Year Old Irish Whiskey|92|Ireland|Pure Pot Still|67|46|15|Redbreast|1995-01-01  00:00:00|189|0b8e9d6a-8a96-4b80-98e1-801c8dcab7f1|14.36|44.61|72.37
Old Pulteney 17 Year Old Single Malt Scotch|92|Scotland|Highlands|94|46|17|Old Pulteney|1995-01-01  00:00:00|190|a70904c1-b8f7-45f6-a427-a1c4eb41224f|14.36|44.61|72.37
Forty Creek Confederation Oak Canadian Whiskey|92|Canada|Blended|70|40||Forty Creek|1995-01-01  00:00:00|191|5cb01712-a0c4-4749-87e5-a736e789ad23|14.36|44.61|72.37
Old Pulteney 12 Year Old Single Malt Scotch|92|Scotland|Highlands|40|40|12|Old Pulteney|1995-01-01  00:00:00|192|6f9407e3-4a1b-4967-9afa-1052f760e903|14.36|44.61|72.37
Deanston 12 Year Old Single Malt Scotch|92|Scotland|Highlands|47|46.3|12|Deanston|1995-01-01  00:00:00|193|427d25cf-2c79-4bc0-ba24-1f2e858c6511|14.36|44.61|72.37
Glenlivet 15 Year Old Single Malt Scotch|92|Scotland|Speyside|45|40|15|Glenlivet|1995-01-01  00:00:00|194|cc3bc418-8e8c-4c3c-ac4b-077bd659961a|14.36|44.61|72.37
Eagle Rare 17 Year Old Single Barrel Kentucky Straight Bourbon|92|USA|Bourbon|57|45|17|Eagle|1995-01-01  00:00:00|195|4aa06118-7859-43dd-aa64-cb596a4d5c43|14.36|44.61|72.37
Balblair Single Malt Scotch|92|Scotland|Highlands|109|43|17|Balblair|1995-01-01  00:00:00|196|0367876d-082b-4430-89e4-1c77acefa127|14.36|44.61|72.37
Laphroaig Quarter Cask Single Malt Scotch|92|Scotland|Islay|47|48||Laphroaig|1995-01-01  00:00:00|197|97ecc478-5b08-4d01-87e4-ec6ac479cda8|14.36|44.61|72.37
Michael Collins 10 Year Old Single Malt Irish Whiskey|93|Ireland|Single Malt|39|40|10|Michael Collins|1995-01-01  00:00:00|198|11ddd3d0-65c5-4611-99de-203a9cd413fa|14.36|44.61|72.37
Glenfiddich 21 Year Old Single Malt Scotch|93|Scotland|Speyside|133|40|21|Glenfiddich|1995-01-01  00:00:00|199|1e054f44-ba9f-4330-8190-928167a8e27a|14.36|44.61|72.37
Wild Turkey Russel's Reserve Bourbon|93|USA|Bourbon|35|45|10|Wild Turkey|1995-01-01  00:00:00|200|ec04ea64-6163-4864-95a7-5da8ad389d9e|14.36|44.61|72.37
Four Roses Small Batch Kentucky Straight Bourbon Whiskey|93|USA|Bourbon|32|45||Four Roses|1995-01-01  00:00:00|201|e9286e6a-7129-4422-9c66-91f9f3963ea1|14.36|44.61|72.37
Tobermory 15 Year Old Single Malt Scotch|94|Scotland|Islands|108|46.3|15|Tobermory|1995-01-01  00:00:00|202|2e44e4b4-f642-4630-81ef-4090ec0a176b|14.36|44.61|72.37
Glenmorangie 18 Year Old Single Malt Scotch|94|Scotland|Highlands|107|43|18|Glenmorangie|1995-01-01  00:00:00|203|97193244-6d72-4445-bfca-70f47a2790f6|14.36|44.61|72.37
Ancnoc 16 Year Old Single Malt Scotch|94|Scotland|Highlands|60|46|16|Ancnoc|1995-01-01  00:00:00|204|97929284-bdec-481c-9fe1-d4effba117e9|14.36|44.61|72.37
Pappy Van Winkle 20 year old Family Reserve Kentucky Straight Bourbon Whiskey|94|USA|Bourbon|93|45.2|20|Pappy Van Winkle|1995-01-01  00:00:00|205|1159b000-755a-41f4-8f42-d6b74dc45cf1|14.36|44.61|72.37
Black Maple Hill 21 Cask 7 Bourbon|94|USA|Bourbon|95|40|21|Black Maple Hill|1995-01-01  00:00:00|206|d967845f-5800-4dfb-936c-77e1e710bac3|14.36|44.61|72.37
Abraham Bowman Rye Whiskey|94|USA|Rye|70|68.2|9|Abraham Bowman|1995-01-01  00:00:00|207|05a93e82-a779-4536-ac34-c57164103cbd|14.36|44.61|72.37
Isle of Jura 21 Year Old Single Malt Scotch|94|Scotland|Islands|140|44|21|Isle of Jura|1995-01-01  00:00:00|208|671a68f5-a969-4b2f-94e2-164fd19606b1|14.36|44.61|72.37
Royal Salute 21 Year Old Scotch|94|Scotland|Speyside|175|40|21|Royal Salute|1995-01-01  00:00:00|209|89797fa1-bf80-4957-9d63-82cfca8f7068|14.36|44.61|72.37
Ardbeg Airigh Nam Beist Scotch|94|Scotland|Islay|115|46|16|Ardbeg|1995-01-01  00:00:00|210|0004e010-29b0-4d44-aecc-54ff119323d5|14.36|44.61|72.37
Aberfeldy 21 Year Old Single Malt Scotch|94|Scotland|Highlands|150|40|21|Aberfeldy|1995-01-01  00:00:00|211|312a49f2-7bf8-45ea-a673-78634fd2738e|14.36|44.61|72.37
Talisker 1992 Single Malt Scotch|94|Scotland|Islands|68|45.82|12|Talisker|1995-01-01  00:00:00|212|6090e0cd-8023-4a0e-8418-e21c89b4ca6d|14.36|44.61|72.37
Highland Park 18 Scotch|94|Scotland|Islands|80|43|18|Highland Park|1995-01-01  00:00:00|213|edbd9f61-1521-41e3-b2eb-358386c05393|14.36|44.61|72.37
Bowmore 25 Year Old Scotch|94|Scotland|Islay|190|43|25|Bowmore|1995-01-01  00:00:00|214|9d06b6b5-53d8-4b3f-b924-4edd1cdc3eee|14.36|44.61|72.37
Bowmore 12 Year Old Single Malt Scotch|94|Scotland|Islay|45|43|12|Bowmore|1995-01-01  00:00:00|215|65058990-9a32-47c7-9eb4-99c6125e1c79|14.36|44.61|72.37
Wild Turkey Kentucky Spirit Bourbon|94|USA|Bourbon|42|50.5||Wild Turkey|1995-01-01  00:00:00|216|7659158f-872e-42da-abfd-4e679d715994|14.36|44.61|72.37
Old Pulteney 21 Year Old Single Malt Scotch Whisky|95|Scotland|Highlands|120|46|21|Old Pulteney|1995-01-01  00:00:00|217|333542b3-f644-4085-8b51-8351c7b8958a|14.36|44.61|72.37
Glen Grant 10 Year Old Single Malt Scotch|95|Scotland|Speyside|47|40|10|Glen Grant|1995-01-01  00:00:00|218|ce418c9f-9817-4a12-85fd-618656e50ad3|14.36|44.61|72.37
Glenmorangie 12 Year Old Single Malt Scotch|95|Scotland|Highlands|55|46|12|Glenmorangie|1995-01-01  00:00:00|219|0d30c09f-45dd-480d-8b4b-df9e1b25a701|14.36|44.61|72.37
Macallan 21 Year Old Fine Oak Scotch Whisky|96|Scotland|Speyside|220|43|21|Macallan|1995-01-01  00:00:00|220|f224e34b-db68-4757-8d8d-9b6b6780b5d5|14.36|44.61|72.37
George T. Stagg Kentucky Straight Bourbon Whiskey|96|USA|Bourbon|70|45||George T. Stagg|1995-01-01  00:00:00|221|9ab84c1a-4b72-4c85-8deb-bff22b961cc8|14.36|44.61|72.37
Parker's Heritage Collection 10 Year Old Wheated Bourbon|96|USA|Bourbon|80|63|10|Parker's Heritage|1995-01-01  00:00:00|222|739ccd4e-51b0-42f0-9205-3e21cf0fb3a1|14.36|44.61|72.37
Rowan's Creek Bourbon|96|USA|Bourbon|50|50.05|12|Rowan's Creek|1995-01-01  00:00:00|223|b860fd2a-a0c8-461d-a3da-ff48f619521c|14.36|44.61|72.37
Woodford Reserve Master's Collection Bourbon|96|USA|Bourbon|80|46.2||Woodford Reserve|1995-01-01  00:00:00|224|be21d37c-d189-471b-ac32-a5b4915ec360|14.36|44.61|72.37
Lagavulin 21 Scotch|96|Scotland|Islay|300|56.5|21|Lagavulin|1995-01-01  00:00:00|225|1c4fb67f-47e3-4bf1-b189-70503944d575|14.36|44.61|72.37
Highland Park 30 Scotch|96|Scotland|Islands|365|48.1|30|Highland Park|1995-01-01  00:00:00|226|194e0a06-ae2b-4327-b5ea-5ab9cdac5ca0|14.36|44.61|72.37
King Car Single Malt Whisky|96|Taiwan|Single Malt|84|46||Kavalan|1995-01-01  00:00:00|227|c1efc88d-19f2-4f61-a5bb-834263a0b3ad|14.36|44.61|72.37
Rye Dog Whiskey|96|USA|Rye|65|50|0|Delaware Phoenix|1995-01-01  00:00:00|228|ec844f6b-6cbe-43c9-bc64-e3506af1caeb|14.36|44.61|72.37
Thirteenth Colony Southern Corn Whiskey|96|USA|Corn|30|47.5||Thirteen Colony|1995-01-01  00:00:00|229|8123f1cb-647b-4bbe-8a3a-0295825af129|14.36|44.61|72.37
Glenfiddich 12 Year Old Single Malt Scotch|96|Scotland|Speyside|43|40|12|Glenfiddich|1995-01-01  00:00:00|230|1117f0df-4687-4f54-9a26-f4df015cb3b4|14.36|44.61|72.37
Oban 15 Year Old Single Malt Scotch|96|Scotland|Highlands|89|43|15|Oban|1995-01-01  00:00:00|231|bc604d7d-dfad-4b00-84a3-78d5b218a21d|14.36|44.61|72.37
Old Pulteney 30 Year Old Single Malt Scotch|96|Scotland|Highlands|400|44|30|Old Pulteney|1995-01-01  00:00:00|232|51e560ea-fc50-4662-a94f-d21d3367fdab|14.36|44.61|72.37
Tomatin 18 Year Old Single Malt Scotch|96|Scotland|Speyside|62|46|18|Tomatin|1995-01-01  00:00:00|233|3a61cf84-19ae-408f-a723-93f9f166f671|14.36|44.61|72.37
Glengoyne 17 Year Old Single Malt Scotch|96|Scotland|Highlands|73|43|17|Glengoyne|1995-01-01  00:00:00|234|26445ed5-066f-427f-a780-b8a1d36a2d43|14.36|44.61|72.37
Aberfeldy 12 Year Old Single Malt Scotch|96|Scotland|Highlands|30|40|12|Aberfeldy|1995-01-01  00:00:00|235|8cb4ec75-0ce1-478f-8c8d-d8e041da23ca|14.36|44.61|72.37
Buchanan's 18 Year Old Special Reserve Scotch|96|Scotland|Blended|79|43|18|Buchanan|1995-01-01  00:00:00|236|3bdd8e63-f0a9-44aa-b088-90be4f1c04b0|14.36|44.61|72.37
Bunnahabhain 12 Year Old Single Malt Scotch|96|Scotland|Islay|43|46.3|12|Bunnahabhain|1995-01-01  00:00:00|237|e2ca7e54-c133-4d86-9927-706b042dc003|14.36|44.61|72.37
Buchanan's Master Blended Scotch|96|Scotland|Blended|54|40||Buchanan|1995-01-01  00:00:00|238|5be6b61d-fdf6-43f5-9fc4-d9d4148ab655|14.36|44.61|72.37
Lagavulin 12 Year Old Single Malt Scotch|96|Scotland|Islay|90|57.8|12|Lagavulin|1995-01-01  00:00:00|239|fb2dcf8c-ac4a-4c34-a219-ccf5f52fc09d|14.36|44.61|72.37
Tomatin 15 Year Old Single Malt Scotch|96|Scotland|Speyside|48|43|15|Tomatin|1995-01-01  00:00:00|240|84541c26-8fe0-49bc-8cd0-66748a47a189|14.36|44.61|72.37
Glenmorangie 25 Year Old Single Malt Scotch|96|Scotland|Highlands|580|43|25|Glenmorangie|1995-01-01  00:00:00|241|4b67dcc0-17ce-4f02-a8cc-38a54d1bceaa|14.36|44.61|72.37
Haig Supreme Blended Scotch|96|Scotland|Blended|25|40||Haig|1995-01-01  00:00:00|242|e62ded54-8592-40e4-83a3-680342377297|14.36|44.61|72.37
Kingdom 12 Year Old Scotch|96|Scotland|Blended|30|40|12|Kingdom|1995-01-01  00:00:00|243|2bb35d0a-643e-4d3b-b005-1921f2518ac0|14.36|44.61|72.37
William Larue Weller Bourbon|96|USA|Bourbon|65|65||William Larue Weller|1995-01-01  00:00:00|244|6342c624-1593-4bfb-b70d-523913b897f5|14.36|44.61|72.37
Redbreast 12 Year Old Irish Whiskey|96|Ireland|Pure Pot Still|40|40|12|Redbreast|1995-01-01  00:00:00|245|53f81861-af6f-4280-8ba4-df2b0535c97a|14.36|44.61|72.37
Glenlivet Nadurra 16 Year Old Cask Strength Single Malt Scotch Whisky|96|Scotland|Speyside|65|48|16|Glenlivet|1995-01-01  00:00:00|246|d4784e15-6ef0-4232-8cd8-2f10b2b0cbae|14.36|44.61|72.37
Chivas Regal 18 Year Old Blended Scotch Whisky|96|Scotland|Blended|64|40|18|Chivas Regal|1995-01-01  00:00:00|247|c72f2a77-023e-46fc-b8f5-17211e54170c|14.36|44.61|72.37
Hudson Baby Bourbon|96|USA|Bourbon|40|46||Hudson|1995-01-01  00:00:00|248|becb5513-543e-49b6-93b9-4a9900062b33|14.36|44.61|72.37
Glenlivet 21 Year Old Single Malt Scotch|97|Scotland|Speyside|123|40|21|Glenlivet|1995-01-01  00:00:00|249|a337210f-8022-4ebc-8c25-3ba76aefae99|14.36|44.61|72.37
Powers 12 Year Old Irish Whiskey|99|Ireland|Blended|35|40|12|Powers|1995-01-01  00:00:00|250|09268e81-c0c6-459e-943a-952fa50ff314|14.36|44.61|72.37
Suntory The Yamazaki 18 Year Old Single Malt Whiskey|99|Japan|Single Malt|120|43|18|Suntory|1995-01-01  00:00:00|251|24675798-4fdc-4e61-b6af-2a298166612c|14.36|44.61|72.37
Glenmorangie 10 Year Old Single Malt Scotch Whisky|99|Scotland|Highlands|42|40|10|Glenmorangie|1995-01-01  00:00:00|252|029d166b-d56a-4c2c-b7c6-c816b97278c4|14.36|44.61|72.37
Glenmorangie Single Malt Scotch|99|Scotland|Highlands|80|46|10|Glenmorangie|1995-01-01  00:00:00|253|33a1fc8b-d89d-4a98-b367-bee1cd56bcc8|14.36|44.61|72.37
Bunnahabhain 18 Year Old Single Malt Scotch|99|Scotland|Islay|92|46.3|18|Bunnahabhain|1995-01-01  00:00:00|254|a01d876a-6b63-44b9-b0db-a33698a0e2af|14.36|44.61|72.37
Laphroaig 18 Year Old Single Malt Scotch|99|Scotland|Islay|107|48|18|Laphroaig|1995-01-01  00:00:00|255|d3fd5f8c-6f2f-4fe9-88fc-d4f9ee0a0ee3|14.36|44.61|72.37
Cardhu 12 Year Old Single Malt Scotch|99|Scotland|Highlands|45|40|12|Cardhu|1995-01-01  00:00:00|256|3dd165da-f103-4fd8-9082-aeb2005a346d|14.36|44.61|72.37
Aberlour 18 Year Old Single Malt Scotch|99|Scotland|Speyside|100|43|18|Aberlour|1995-01-01  00:00:00|257|92619cfa-e1af-45a1-90d9-62a00de29ca1|14.36|44.61|72.37
Balvenie 14 Year Old Single Malt Scotch|99|Scotland|Speyside|60|43|14|Balvenie|1995-01-01  00:00:00|258|994482f1-6f77-49a9-ac26-c0a37465c7c9|14.36|44.61|72.37
Caol Ila Single Malt Scotch Distillers Edition|99|Scotland|Islay|70|43||Caol Ila|1995-01-01  00:00:00|259|e71dde38-0dee-4329-a891-68b95e0e75d7|14.36|44.61|72.37
Kingdom 17 Year Old Scotch|99|Scotland|Blended|50|40|17|Kingdom|1995-01-01  00:00:00|260|a8e57fd1-dc05-46a2-ae97-b71aa8aeddb3|14.36|44.61|72.37
Balvenie 12 Year Old Doublewood Single Malt Scotch|99|Scotland|Speyside|45|40|12|Balvenie|1995-01-01  00:00:00|261|d7217209-ddfc-465a-9508-df44fa853292|14.36|44.61|72.37
Glen Garioch Founders Reserve Scotch|99|Scotland|Highlands|45|48||Glen Garioch|1995-01-01  00:00:00|262|69fab986-1289-4302-a46f-6e15745289e7|14.36|44.61|72.37
Bowmore 15 Year Old Single Malt Scotch|99|Scotland|Islay|70|43|15|Bowmore|1995-01-01  00:00:00|263|7f4a0445-fac5-4513-a96e-aa570a18839e|14.36|44.61|72.37
Rebel Yell Kentucky Straight Bourbon Whiskey|99|USA|Bourbon|11|40||Rebel Yell|1995-01-01  00:00:00|264|75944b33-e1c4-46ea-bf02-88d09d4d633e|14.36|44.61|72.37
Pappy Van Winkle 15 Year Old Family Reserve Whiskey|99|USA|Bourbon|58|53.5|15|Pappy Van Winkle|1995-01-01  00:00:00|265|eb314a32-162b-4ffb-aa30-205c78713d57|14.36|44.61|72.37
Thomas H. Handy Kentucky Straight Rye Whiskey|99|USA|Rye|67|66.4|6|Thomas H. Handy|1995-01-01  00:00:00|266|8953dcfd-9d0b-41c6-bd76-83ef090fefeb|14.36|44.61|72.37
Ardbeg Uigeadail|99|Scotland|Islay|80|54.2||Ardbeg|1995-01-01  00:00:00|267|a6abfcca-db65-4eff-a317-05acd7b71f10|14.36|44.61|72.37
Noah's Mill Bourbon|99|USA|Bourbon|60|57.15||Noah's Mill|1995-01-01  00:00:00|268|f6c4a9c2-52d9-4820-ba1b-73074ff1db10|14.36|44.61|72.37
Parker's Heritage Bourbon|99|USA|Bourbon|80|62|15|Parker's Heritage|1995-01-01  00:00:00|269|aa24d918-9a6f-4a46-be41-2dea8afcec8a|14.36|44.61|72.37
Tyrconnell 10 Year Old Single Malt Madeira Cask Finish Irish Whiskey|100|Ireland|Single Malt|72|46|10|Tyrconnell|1995-01-01  00:00:00|270|678f2564-7d03-490c-9a24-ae22b724ca0f|14.36|44.61|72.37
Dalmore 18 Year Old Single Highland Malt Scotch Whisky|100|Scotland|Highlands|165|43|18|Dalmore|1995-01-01  00:00:00|271|694547a1-cf9c-4c67-9bcb-7f4b4d904d9f|14.36|44.61|72.37
Suntory Whiskey Hibiki||Japan|Blended|92|43|12|Suntory|1995-01-01  00:00:00|272|f09582b4-d4a1-48ab-b844-48209d60ae96|14.36|44.61|72.37
McAdams Canadian Whisky||Canada|Blended|8|||McAdams|1995-01-01  00:00:00|273|3ef87b74-617b-4f3a-a758-af1b2da50ac0|14.36|44.61|72.37
Texas Crown Club Canadian Whisky||Canada|Blended|22||4|Texas Crown|1995-01-01  00:00:00|274|20d84e08-82e5-48bd-a520-fab91eacf46d|14.36|44.61|72.37
Bunnahabhain 25||Scotland|Islay|292|46.3|25|Bunnahabhain|1995-01-01  00:00:00|275|9ce524a4-f8cb-46c1-b61b-70c02eb0eb8a|14.36|44.61|72.37
Glenlivet 18 Year Old Single Malt Scotch||Scotland|Speyside|69|57|18|Glenlivet|1995-01-01  00:00:00|276|54c2c79f-f8a3-4cd0-ab12-8539f589af12|14.36|44.61|72.37
Bell's Scotch Whisky||Scotland|Blended||43||Bell's|1995-01-01  00:00:00|277|a9c20006-210a-4ed7-8976-e6c3026efc0f|14.36|44.61|72.37
